단원명,문제번호,문제,정답,해설
2-3-1. 허가구역의 지정 및 지정절차,454,"시·도지사는 지정기간이 끝나는 허가구역을 계속하여 다시 허 가구역으로 지정하려면, 시·도 도시계획위원회의 심의 전에 미리 시장·군수 또는 구청장의 의견을 들어야 한다.",O,재지정: 의견-심의
2-3-1. 허가구역의 지정 및 지정절차,455,허가구역 지정의 공고에는 허가구역에 대한 축척 5만분의 1또 는 2만 5천분의 1의 지형도가 포함되어야 한다.,O,"정기간, 허가대상자·허가대상 용도 및 지목, 소재지·용도지역 등, 지형도, 허가 면제대상 토지면적을 공고해야 해요."
2-3-1. 허가구역의 지정 및 지정절차,456,"시·도지사가 토지거래허가구역을 지정한 때에는 이를 공고하 고 그 공고내용을 국토교통부장관, 시장·군수 또는 구청장에 게 통지하여야 한다.",O,"국장이 지정·공고한 때에는 시·도지사 를 거쳐 시·군·구에 통지하고, 시·도 지사가 지정·공고한 때에는 국장과 시· 군·구에 통지해야 해요."
2-3-1. 허가구역의 지정 및 지정절차,457,허가구역을 지정한 시·도지사는 지체 없이 허가구역 지정에 관한 공고내용을 관할 등기소의 장에게 통지해야 한다.,X,허가구역의 지정·공고 내용을 통지받은 시장·군수 또는 구청장이 등기소장에게 통지해야 해요.
2-3-1. 허가구역의 지정 및 지정절차,458,허가구역 지정에 관한 공고 내용의 통지를 받은 시장· 군수 또 는 구청장은 그 사실을 15일 이상 공고해야 한다.,X,7공주 15일간 열받아. 7일 이상 공고하고 15일간 일반이 열람할 수 있도록 해야 해요
2-3-1. 허가구역의 지정 및 지정절차,459,허가구역의 지정은 시장·군수 또는 구청장이 허가구역 지정의 통지를 받은 사실을 공고한 날부터 5일 후에 그 효력이 발생한다.,X,지정권자인 국토교통부장관 또는 시·도 지사가 허가구역을 지정·공고한 날부터 5일 후부터 효력이 발생해요.
2-3-1. 허가구역의 지정 및 지정절차,460,국토교통부장관은 허가구역의 지정 사유가 없어졌다고 인정되 면 지체 없이 허가구역의 지정을 해제할 수 있다.,X,이유 있다고 인정되면 지체 없이 해제하 거나 일부를 축소하여야 한다.
2-3-1. 허가구역의 지정 및 지정절차,461,국토교통부장관은 허가구역의 지정사유가 없어졌다고 인정되 는 경우 중앙도시계획위원회의 심의를 거치지 않고 해제할 수 있다.,X,지정= 해제= 축소 해제나 축소하는 경우에도 도시계획위원 회 심의를 거쳐야 해요.
2-3-1. 허가구역의 지정 및 지정절차,462,"허가구역의 해제 또는 축소의 경우, 시장·군수 또는 구청장은 지체 없이 이를 7일 이상 공고하고, 그 공고내용을 15일간 일반 이 열람할 수 있도록 하여야 한다.",O,해제 및 축소 절차는 지정절차와 동일함.
2-3-2. 허가신청,463,허가구역 안에서의 토지거래계약을 체결하고자 하는 당사자는 공동으로 시·도지사의 허가를 받아야 한다.,X,허가관청은 시장·군수 또는 구청장
2-3-2. 허가신청,464,허가구역에 있는 토지에 관하여 사용대차계약을 체결하는 경우 에는 토지거래허가를 받을 필요가 없다.,O,무상인 사용대차는 허가대상이 아니에요.
2-3-2. 허가신청,465,허가구역 내의 토지의 소유권을 이전하는 계약을 체결하려는 경우에는 유·무상에 관계없이 토지거래계약에 관한 허가를 받 아야 한다.,X,"소유권·지상권을 유상으로 설정 또는 이 전하는 계약(예약 포함), 무상인 증여는 허가대상이 아녜요."
2-3-2. 허가신청,466,민사집행법에 따른 경매의 경우에는 허가구역 내 토지거래에 대한 허가의 규정은 적용하지 아니한다.,O,경매는 허가대상이 아님을 잘 출제해요.
2-3-2. 허가신청,467,"토지거래계약의 허가를 받으려는 자는 그 허가신청서에 계약내 용과 그 토지의 이용계획, 취득자금 조달계획 등을 적어 시장· 군수 또는 구청장에게 제출하여야 한다.",O,그대로 익혀 두세요.
2-3-2. 허가신청,468,허가관청은 허가신청서를 받은 날부터 15일 이내에 허가 또는 불허가처분을 하여야 한다.,O,민원처리에 관한 법률에 따른 처리기간 내에라고 해도 옳고 15일 이내에라고해 도 맞아요.
2-3-2. 허가신청,469,"민원처리에 관한 법률에 따른 처리기간에 허가증의 발급 또 는 불허가처분 사유의 통지가 없거나 선매 협의 사실의 통지가 없는 경우에는, 그 기간이 끝난 날의 다음 날에 토지거래계약의 허가가 있는 것으로 본다.",O,"민원처리기간(15일)이 끝난 날의 다음 날 허가가 있는 것으로 보니, 허가관청은지 체 없이 허가증을 발급해야 해요."
2-3-3. 허가기준 및 토지이용의무,470,"허가 면제 면적(㎡² 이하) : 주거지역, 상업지역, 공업 지역,녹지지역, 도시지역",X,"60, 150, 150, 200, 500, 1천"
2-3-3. 허가기준 및 토지이용의무,471,허가대상 토지를 자기의 거주용 주택용지로 이용하고자 토지거 래계약허가를 신청하는 경우에는 허가를 받지 않아도 된다.,X,"허가를 받지 않아도 되는 것이 아니라, 허 가는 받되 이 목적으로 허가신청을 하면 허가관청은 허가해야 한다."
2-3-3. 허가기준 및 토지이용의무,472,토지거래계약을 허가받은 자는 대통령령으로 정하는 사유가 있 는 경우 외에는 토지 취득일부터 10년의 범위에서 그 토지를 허 가받은 목적대로 이용해야 한다.,X,5년의 범위에서 허가받은 목적대로 이용 해야해요
2-3-3. 허가기준 및 토지이용의무,473,자기의 거주용 주택용지로 이용할 목적으로 토지거래계약을 허 가받은 자는 대통령령으로 정하는 사유가 있는 경우 외에는 취 득일부터 2년간 허가받은 목적대로 이용해야 한다.,O,"주택용지, 복지·편익, 농업, 대체 토지는 토지이용의무기간 2년"
2-3-3. 허가기준 및 토지이용의무,474,"토지거래계약허가를 받아 토지를 취득한 자가 직접 이용하지 않고 임대하여 이행명령을 받고도 정하여진 기간에 이를 이행 하지 아니한 경우, 시장·군수 또는 구청장은 토지 취득가액의 100분의 10에 상당하는 금액의 이행강제금을 부과한다.",X,"방치10, 임대7, 변경5, 기타7"
2-3-3. 허가기준 및 토지이용의무,475,"토지이용의무의 이행명령은 문서로 해야 하며, 이행기간은 6개 월 이내로 정하여야 한다.",X,이행기간은 3개월 이내로 정하여야 한다.
2-3-3. 허가기준 및 토지이용의무,476,허가관청은 최초의 의무이행위반이 있었던 날을 기준으로 1년 에 한 번씩 그 이행명령이 이행될 때까지 반복하여 이행강제금 을 부과·징수할 수 있다.,X,"1년에 한 번씩, 최초이행명령이 있었던 날을 기준으로 해요."
2-3-3. 허가기준 및 토지이용의무,477,허가관청은 토지의 이용 의무기간이 지난 후에도 이행명령 위 반에 대해서는 이행강제금을 부과할 수 있다.,X,이용의무기간이 지난 후에는 이행강제금 을 부과하지 않아요.
2-3-3. 허가기준 및 토지이용의무,478,"이행명령을 받은 자가 그 명령을 이행하는 경우 새로운 이행강 제금의 부과를 즉시 중지하며, 명령을 이행하기 전에 부과된 이 행강제금도 징수해서는 안 된다.",X,명령을 이행하기 전에 이미 부과된 이행 강제금은 징수해야 해요.
2-3-3. 허가기준 및 토지이용의무,479,이행강제금 부과처분을 받은 자가 시·도지사에게 이의를 제기 하려는 경우에는 부과처분을 고지받은 날부터 30일 이내에 하 여야 한다.,X,이행강제금을 허가관청이 부과했으니 이 의제기도 허가관청에 해야죠. 구청 앞에 가서 제기 30개 찰래?
2-3-3. 허가기준 및 토지이용의무,480,토지거래계약에 대해 불허가처분을 받은 매도인은 3개월 이내 에 시장·군수 또는 구청장에게 이의를 신청할 수 있다.,X,"의신청, 매수청구: 1개월 시·군·구"
2-3-3. 허가기준 및 토지이용의무,481,"토지거래계약 허가신청에 대해 불허가처분을 받은 경우, 그 통 지를 받은 날부터 1개월 이내에 시·도지사에게 해당 토지에 관 한 권리의 매수를 청구할 수 있다.",X,매수청구: 1개월 시·군·구
2-3-3. 허가기준 및 토지이용의무,482,농지에 대하여 토지거래계약 허가를 받은 경우에는 농지법에 따른 농지전용허가를 받은 것으로 본다.,X,허가를 받으면 ‘농지취득자격증명을 받은 것으로 본다'라고 해야죠.
2-3-3. 허가기준 및 토지이용의무,483,국세의 체납처분을 하는 경우에는 ‘허가구역 내 토지거래에 대 한 허가'의 규정을 적용한다.,X,허가규정을 적용하지 아니하는 허가면제 사유예요.
2-3-4. 선매,484,"시장·군수 또는 구청장은 공익사업용 토지에 대해 토지거래계 약에 관한 허가신청이 있는 경우, 한국토지주택공사가 그 매수 를 원하는 경우에는 한국토지주택공사를 선매자(先食春)로 지 정하여 그 토지를 협의 매수하게 할 수 있다.",O,선매의 개념을 정확히 알 수 있는 지문이 에요. 허가신청이 있는 경우와 매수를 원 하는 경우를 찾으면 선매라고 보면 돼요.
2-3-4. 선매,485,토지거래계약 허가를 받아 취득한 토지가 이용목적대로 이용되 고 있는 경우 해당 토지는 선매 협의매수의 대상이 된다.,X,공익사업용 토지 또는 허가받은 목적대로 이용하고 있지 아니한 토지가 선매대상 토지예요.
2-3-4. 선매,486,시장·군수 또는 구청장은 토지거래계약 허가의 신청이 있는 날부터 15일 이내에 선매자를 지정하여 토지소유자에게 통지해 야한다.,X,허가신청이 있는 날부터 1개월 이내에 선매 자를 지정하여 토지소유자에게 알려야 해요
2-3-4. 선매,487,선매자로 지정된 자는 그 지정통지를 받은 날부터 15일 이내에 매수가격 등 선매조건을 기재한 서면을 토지소유자에게 통지하 여 선매협의를 해야 한다.,O,선매자는 15일 이내 해야 한다. 1개월 이내에 끝내야 한다. 1개월 이내에 제출해야 한다.
2-3-4. 선매,488,선매자는 지정 통지를 받은 날부터 15일 이내에 선매협의조서 를 허가관청에 제출해야 한다.,X,선매자는 1개월 이내에 제출해야 한다.
2-3-4. 선매,489,선매자가 토지를 매수하는 경우의 가격은 토지소유자의 매입가 격을 기준으로 한다.,X,"선매는 감정가격. 다만, 허가신청서에 적 힌 가격이 감정가격보다 낮은 경우에는 허가신청서에 적힌 가격으로 매수할 수 있다. 매수청구는 공시지가. 매공선감"
2-3-4. 선매,490,선매협의가 이루어지지 아니한 때에는 토지거래계약에 관한 허 가신청에 대하여 불허가처분을 해야 한다.,X,허가관청은 선매협의가 이루어지지 아니 한 경우에는 지체 없이 허가 또는 불허가 의 여부를 결정하여 통보해야 해요.
2-3-5. 부동산 거래신고 등에 관한 법령상 포상금,491,부동산 등의 실제 거래가격을 거짓으로 신고한 자를 신고관청 이 적발하기 전에 고발한 자에게는 부과되는 과태료의 100분의 30에 해당하는 포상금을 지급한다.,X,실제 거래가격을 거짓신고를 한 자에게는 부과되는 과태료의 100분의 20을 지급하 되 1천만원을 넘을 수 없어요.
2-3-5. 부동산 거래신고 등에 관한 법령상 포상금,492,포상금의 지급에 드는 비용은 국고로 충당한다.,X,시·군이나 구의 재원으로 충당해요. 공 인중개사법에서는 일부 국고 보조할 수 있지요.
